rname,raddress,roverall_raw,rfood_raw,rservice_raw,rvalue_raw,ratmo_raw,cname,mname,roverall,rfood,rservice,rvalue,ratmo
Kowloon Restaurant,"2686 NE Diamond Lake Blvd, Roseburg, OR 97470-3647",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Hot Pork Sandwiches,80,80,80,80,70
Parrott House,"1851 SE Stephens St, Roseburg, OR 97470-4058",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,,,80,80,80,80,#VALUE!
Seventh Street Brew House,"855 SW 7th St, Redmond, OR 97756-3106",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Pizza to go,80,80,80,80,80
Kin,"110 5th St, Hood River, OR 97031-2058",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,,,90,90,90,80,#VALUE!
First Burger,"210 1st Ave W, Albany, OR 97321-2224",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Gluten Free Options,,90,90,90,80,80
Stanford's Restaurant and Bar,"14801 Kruse Oaks Blvd, Lake Oswego, OR 97035-8600",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Pan Seared Crab Cakes,80,80,80,80,80
Kim and Karla's Pasta,"3835 SW 21st St # 105, Redmond, OR 97756-1870",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,null,,,90,90,90,#VALUE!,#VALUE!
Big D's Smokin Q,"2530 Pacific Blvd SE, Albany, OR 97321-5071",5,ui_bubble_rating bubble_50,ui_bubble_rating bubble_50,null,null,Barbecue,,100,100,100,#VALUE!,#VALUE!
Trillium Cafe,"207 Oak St, Hood River, OR 97031-2027",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,90,90,90,80,80
Alexander's Greek Cuisine,"643 SE Jackson St, Roseburg, OR 97470-4935",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,90,80,80,80,70
Pho House,"1604 S Highway 97, Suite 9, Redmond, OR 97756-8420",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Madaline's Super Meat Nacho,90,90,90,80,80
Big Horse Brew Pub - Horse Feathers & Co.,"115 State St, Hood River, OR 97031-2315",3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,null,ui_bubble_rating bubble_35,,,70,70,70,#VALUE!,70
Lee's Chinese Restaurant,"2011 NE Stephens St, Roseburg, OR 97470-1437",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,Asian,,80,80,90,80,60
White Buffalo Wine Bar and Bistro,"4040 Westcliff Dr, Hood River, OR 97031-8711",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Soup,90,80,90,80,80
Pure Bliss Bakery,"18946 Central Point Rd, Oregon City, OR 97045-8990",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_50,null,null,,,90,90,100,#VALUE!,#VALUE!
Biscuits Cafe,"4200 Mercantile Dr, No. 790, Lake Oswego, OR 97035-3597",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Vegetarian Friendly,,80,90,90,80,70
Brickhouse Restaurant,"412 SW 6th St, Redmond, OR 97756-2203",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Steamed Clams,80,80,90,80,80
Nebbiolo Restaurant & Wine Bar,"800 Main St, Oregon City, OR 97045-1817",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Salumi,90,90,90,80,90
Original Pancake House,"8601 SW 24th Ave, Portland, OR 97219-4034",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Cafe,,80,90,80,80,70
Sesame Asian Kitchen,"21 Winburn Way, Ashland, OR 97520-2735",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Pork Buns,80,80,80,80,80
Omar's Fresh Seafood and Steaks,"1380 Siskiyou Blvd, Ashland, OR 97520-2333",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Steakhouse,,80,80,80,80,70
Stone Cliff Inn,"17900 S Clackamas River Dr, Hwy 224, Oregon City, OR 97045-8488",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Calamari Fritti,80,80,80,80,90
Five Spice Seafood + Wine Bar,"315 1st St, Suite 201, Lake Oswego, OR 97034-3262",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Seafood,,80,90,80,80,90
Bugatti's Ristorante,"18740 Willamette Dr, Suite A, West Linn, OR 97068-1719",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Calamari,80,80,80,80,80
Novak's Hungarian Restaurant,"208 2nd Ave SW, Albany, OR 97321-2233",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Turos & Ricotta Blueberry Crépe,90,90,90,80,80
Seventh Street Brew House,"855 SW 7th St, Redmond, OR 97756-3106",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Minors welcome,80,80,80,80,80
Sushi Kata Japanese Restaurant,"13809 SE McLoughlin Blvd, Milwaukie, OR 97222-7161",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Asian,,90,90,90,80,80
A Cena Ristorante y Enoteca,"7742 SE 13th Ave, Portland, OR 97202-6348",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_45,,Caprese,90,90,90,#VALUE!,90
Beasys On The Creek,"51 Water St Ste 333, Ashland, OR 97520-1841",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Steamer Clams,80,80,80,80,90
Cebu Lounge,"1108 E Marina Way, Hood River, OR 97031-2378",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,,,90,90,90,80,#VALUE!
Sushi Okalani,"109 1st St, Hood River, OR 97031-2379",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Tsukemono,90,90,90,80,80
La Sen Vietnameese Grill,"22000 Willamette Dr, Suite 101, West Linn, OR 97068-3275",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,,,90,90,90,80,#VALUE!
The Original pancake house,"3030 SW 6th St, Redmond, OR 97756-7162",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Gluten Free Options,,90,90,90,80,80
Bangkok West Cuisine,"2521 W Harvard Ave, Roseburg, OR 97471-2582",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Asian,,90,90,90,80,80
The Verdict Bar And Grill,"110 8th St, Oregon City, OR 97045-1806",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,American,,80,80,80,80,#VALUE!
Seasons & Regions Seafood Grill,"6660 SW Capitol Hwy, Portland, OR 97219-1915",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Blackened Catfish & Cajun Pepper Pasta,90,90,90,80,80
Hola,"514 NW Greenwood Ave, Redmond, OR 97756-1570",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Latin,,90,80,90,80,70
Double Mountain Brewery,"8 4th St Ste 204, Hood River, OR 97031-2123",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Turkey Cheddar and Bacon,90,90,90,80,80
Madaline's Grill Mexican American Bistro,"2414 S Highway 97, Redmond, OR 97756-8874",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Three Little Pigs,80,90,90,80,80
Olive Garden,"6355 Meadows Rd, Lake Oswego, OR 97035-3263",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,80,90,90,80,80
"Hearsay Restaurant, Lounge, & Garden","40 S 1st St, Ashland, OR 97520-2738",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,,,90,90,80,80,#VALUE!
Chi's Garden Restaurant,"1023 North East Stephens Street, Roseburg, OR 97470",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Chinese,,80,80,90,80,70
Niblick & Greene's,"7535 Falcon Crest Dr, Redmond, OR 97756-5008",3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,American,,70,70,70,80,80
Chi's Garden Restaurant,"1023 North East Stephens Street, Roseburg, OR 97470",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,80,80,90,80,70
One Street Down Cafe,"124 SW 7th St, Redmond, OR 97756-2110",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,American,,90,90,90,80,90
Burrito Vaquero Mexican Restaurant,"850 Garden Valley Blvd, Roseburg, OR 97470",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,90,90,90,80,80
Oishi,"511 SW 6th St, Redmond, OR 97756-2702",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,,90,90,90,80,90
Lake Theater & Cafe,"106 N State St, 106 N State St, 97034, Lake Oswego, Clackamas County, Oregon, Lake Oswego, OR 97034",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,,,90,80,80,80,#VALUE!
Diego's Spirited Kitchen,"447 SW 6th St, Redmond, OR 97756-2204",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Warm Boursin Cheese and Wild Mushrooms,90,90,90,80,80
Rodeo Steakhouse & Grill,"1200 NW Garden Valley Blvd, Roseburg, OR 97471-1925",3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Steakhouse,,70,70,80,80,70
Umami Sushi & Asian Cuisine,"62 E Main St, Ashland, OR 97520-1814",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Little Dragon Dumplings,80,90,90,80,80
Crazy Pepper,"103 4th St, Hood River, OR 97031-2072",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Mexican,,80,80,90,80,80
Super Torta,"710 Washington St, Oregon City, OR 97045-1943",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_30,Mexican,,90,90,90,#VALUE!,60
Taj Indian Cuisine,"31 Water St, Ashland, OR 97520-1859",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Spinach Pakora,80,80,80,80,80
Sushi Okalani,"109 1st St, Hood River, OR 97031-2379",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Sunomono,90,90,90,80,80
China Gorge Restaurant,"2680 Old Columbia River Dr, Hood River, OR 97031-9523",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_35,,Combination Appetizers,80,90,90,#VALUE!,70
First Burger,"210 1st Ave W, Albany, OR 97321-2224",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Vegetarian Friendly,,90,90,90,80,80
Bette's Place,"416 Oak St, Hood River, OR 97031-2065",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,90,90,90,80,80
Sesame Asian Kitchen,"21 Winburn Way, Ashland, OR 97520-2735",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Duck Potstickers,80,80,80,80,80
Chuckie Pies,"370 1st St, Lake Oswego, OR 97034-3102",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_45,,,90,90,90,#VALUE!,90
Calapooia Brewing Company,"140 NE Hill St, Albany, OR 97321-3002",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Pub Burger,80,80,80,80,80
Vault 244 Bistro,"244 1st Ave W, Albany, OR 97321-2224",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Ahi Poke Tostadas,90,90,90,80,90
Hunan Pearl Restaurant,"15160 Bangy Rd, Lake Oswego, OR 97035-3111",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Vegetarian Friendly,,90,90,90,80,80
Chart House,"5700 SW Terwilliger, Portland, OR 97239",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Seafood,,80,80,90,80,90
Umami Sushi & Asian Cuisine,"62 E Main St, Ashland, OR 97520-1814",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,J Pop,80,90,90,80,80
Sesame Asian Kitchen,"21 Winburn Way, Ashland, OR 97520-2735",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Crisp Coconut Calamari,80,80,80,80,80
Cascade Grill,"110 Opal St NE, Albany, OR 97322-7077",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Mozzarella Stix,80,80,80,80,80
Little Jean's Cafe,"1350 NE Stephens St, Ste 27, Roseburg, OR 97470-6418",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,null,Vegetarian Friendly,,90,90,90,#VALUE!,#VALUE!
Stanford's Restaurant and Bar,"14801 Kruse Oaks Blvd, Lake Oswego, OR 97035-8600",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Stanford's Classic Spinach & Artichoke Dip,80,80,80,80,80
The Verdict Bar And Grill,"110 8th St, Oregon City, OR 97045-1806",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,,Onion Rings,80,80,80,80,#VALUE!
Cebu Lounge,"1108 E Marina Way, Hood River, OR 97031-2378",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,Italian,,90,90,90,80,#VALUE!
La Provence,"16350 Boones Ferry Rd, Lake Oswego, OR 97035-4262",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Vegan Options,,90,90,90,80,90
Beasys On The Creek,"51 Water St Ste 333, Ashland, OR 97520-1841",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Dungeness Crab Cocktail (3 Oz),80,80,80,80,90
Los Tequila,"2525 Santiam Hwy SE, Albany, OR 97322-5212",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,90,90,90,80,80
Sweet Waters Family Restaurant,"2830 Santiam Hwy SE, Albany, OR 97322-5253",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,American,,80,80,80,80,70
Kowloon Restaurant,"2686 NE Diamond Lake Blvd, Roseburg, OR 97470-3647",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Prime Rib or Beef,80,80,80,80,70
Seventh Street Brew House,"855 SW 7th St, Redmond, OR 97756-3106",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Great selection of handcrafted beers,80,80,80,80,80
Double Mountain Brewery,"8 4th St Ste 204, Hood River, OR 97031-2123",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Hot Pastrami and Swiss,90,90,90,80,80
The Open Range,"17250 Highway 66, About 30 minutes east of Ashland, Ashland, OR 97520-9406",5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_50,null,ui_bubble_rating bubble_50,,Breaded Garlic Mushrooms,100,90,100,#VALUE!,100
Crazy Pepper,"103 4th St, Hood River, OR 97031-2072",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Mexican Pizza,80,80,90,80,80
Camp 1805 Distillery,"501 Portway Ave, Suite 102, Hood River, OR 97031-1284",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,American,,90,80,90,80,#VALUE!
Manzana Rotisserie Grill,"305 1st St, Lake Oswego, OR 97034-3101",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Seared Ahi Appetizer*,80,80,80,80,80
Pho House,"1604 S Highway 97, Suite 9, Redmond, OR 97756-8420",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Warm Boursin Cheese & Wild Mushrooms,90,90,90,80,80
Tucci Ristorante,"220 A Ave, Ste 108, Lake Oswego, OR 97034-3195",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,olive orange and spice marinade,90,90,90,80,90
Riverside Restaurant,"1108 E Marina Way, Best Western Plus Hood River Inn, Hood River, OR 97031-2378",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,RIVERSIDE BREAKFAST,90,90,90,80,90
Carino's Italian,"1825 14th Ave SE, Albany, OR 97322-8502",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Italian Nachos,80,80,80,80,70
Thai Chef,"2262 Molalla Ave, Oregon City, OR 97045-8923",4.5,null,null,null,null,Thai,,90,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Bluebird Pizza,"1612 NW Keasey St, Roseburg, OR 97471-1886",5,null,null,null,null,American,,100,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Bette's Place,"416 Oak St, Hood River, OR 97031-2065",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,French Toast,90,90,90,80,80
five-0-three restaurant & bar,"21900 Willamette Dr, West Linn, OR 97068-3280",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,American,,80,80,90,80,80
Carino's Italian,"1825 14th Ave SE, Albany, OR 97322-8502",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Vegetarian Friendly,,80,80,80,80,70
Taj Indian Cuisine,"31 Water St, Ashland, OR 97520-1859",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Chicken Pakora,80,80,80,80,80
7 Seven Thai Restaurant,"764 NW Garden Valley Blvd, Suite 101, Roseburg, OR 97471-2295",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,Asian,,80,90,90,80,#VALUE!
Seasons & Regions Seafood Grill,"6660 SW Capitol Hwy, Portland, OR 97219-1915",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Pacific Sea Bass,90,90,90,80,80
Romul's,"315 Oak St, Hood River, OR 97031-2062",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,,80,80,90,80,90
Regios Cafe,"1154 NW 6th St, Redmond, OR 97756-1371",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,Cafe,,80,80,90,80,#VALUE!
Bette's Place,"416 Oak St, Hood River, OR 97031-2065",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,1 Egg & Hash Browns,90,90,90,80,80
Nebbiolo Restaurant & Wine Bar,"800 Main St, Oregon City, OR 97045-1817",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,American,,90,90,90,80,90
Seasons & Regions Seafood Grill,"6660 SW Capitol Hwy, Portland, OR 97219-1915",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Dungeness Crab Cakes,90,90,90,80,80
Crazy Pepper,"103 4th St, Hood River, OR 97031-2072",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Veggie Quesadilla,80,80,90,80,80
Pho Thi,"716 Main St Ste B, Oregon City, OR 97045-1826",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Asian,,80,80,80,80,70
No Baloney,"2250 14th Ave SE, Albany, OR 97322-8601",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_50,null,null,,,90,90,100,#VALUE!,#VALUE!
E Bar & Grill,"314 SW 5th St, Redmond, OR 97756-2103",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,80,80,90,80,70
Gubanc's,"16008 Boones Ferry Rd, Lake Oswego, OR 97035-4304",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Bowl of Soup w/ Bread & Butter,90,80,90,80,80
7 Seven Thai Restaurant,"764 NW Garden Valley Blvd, Suite 101, Roseburg, OR 97471-2295",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,Thai,,80,90,90,80,#VALUE!
